sale_id,date_id,product_id,customer_id,employee_id,quantity,total_amount
734,20260115,2,13,5,4,11200.0
735,20260101,10,2,4,1,3500.0
736,20260109,7,40,1,3,45000.0
737,20260110,5,9,3,3,7500.0
738,20260109,4,10,1,2,9000.0
739,20260103,9,1,4,5,45000.0
740,20260110,5,25,1,1,2500.0
741,20260105,1,12,1,5,15000.0
742,20260105,1,30,4,5,15000.0
743,20260112,2,7,4,3,8400.0
744,20260111,7,6,1,3,45000.0
745,20260110,6,20,5,4,72000.0
746,20260105,4,1,3,1,4500.0
747,20260107,8,3,3,5,25000.0
748,20260114,3,6,4,3,36000.0
749,20260112,7,12,5,5,75000.0
750,20260111,3,35,4,1,12000.0
751,20260104,6,2,2,1,18000.0
752,20260102,5,13,4,5,12500.0
753,20260114,10,15,5,1,3500.0
754,20260110,7,13,1,2,30000.0
755,20260104,1,40,3,2,6000.0
756,20260114,1,25,2,1,3000.0
757,20260115,7,3,3,1,15000.0
758,20260110,3,11,1,1,12000.0
759,20260102,4,6,3,1,4500.0
760,20260106,6,8,5,1,18000.0
761,20260103,6,14,1,2,36000.0
762,20260107,7,4,2,3,45000.0
763,20260108,6,14,3,5,90000.0
764,20260111,5,40,5,4,10000.0
765,20260106,8,11,1,1,5000.0
766,20260114,3,5,4,4,48000.0
767,20260105,3,10,3,4,48000.0
768,20260109,8,25,4,1,5000.0
769,20260105,1,3,1,1,3000.0
770,20260113,7,3,5,2,30000.0
771,20260101,4,35,1,4,18000.0
772,20260107,6,9,5,1,18000.0
773,20260109,6,40,2,3,54000.0
774,20260113,3,35,1,1,12000.0
775,20260112,5,7,1,2,5000.0
776,20260108,10,35,5,1,3500.0
777,20260105,7,20,4,4,60000.0
778,20260109,6,40,2,2,36000.0
779,20260101,1,15,1,3,9000.0
780,20260102,6,25,5,3,54000.0
781,20260110,9,9,5,3,27000.0
782,20260108,9,15,4,4,36000.0
783,20260109,8,35,2,1,5000.0
784,20260113,3,9,3,4,48000.0
785,20260108,2,2,2,2,5600.0
786,20260106,9,12,2,4,36000.0
787,20260101,10,5,1,5,17500.0
788,20260113,10,8,2,3,10500.0
789,20260106,6,35,2,1,18000.0
790,20260111,8,7,5,2,10000.0
791,20260106,8,20,2,5,25000.0
792,20260102,6,20,2,4,72000.0
793,20260108,1,15,3,1,3000.0
794,20260111,4,2,1,2,9000.0
795,20260106,7,6,5,4,60000.0
796,20260113,2,8,2,5,14000.0
797,20260109,7,7,5,2,30000.0
798,20260103,4,40,1,1,4500.0
799,20260103,5,14,3,2,5000.0
800,20260115,1,20,5,2,6000.0
801,20260104,7,7,3,3,45000.0
802,20260111,7,3,3,4,60000.0
803,20260110,5,35,3,4,10000.0
804,20260109,4,30,5,3,13500.0
805,20260102,4,1,2,3,13500.0
806,20260103,2,25,4,1,2800.0
807,20260113,3,6,3,1,12000.0
808,20260111,5,12,5,2,5000.0
809,20260107,3,11,1,3,36000.0
810,20260112,8,9,3,3,15000.0
811,20260104,8,35,2,4,20000.0
812,20260111,7,9,5,4,60000.0
813,20260102,2,30,3,2,5600.0
814,20260115,9,30,1,1,9000.0
815,20260101,5,12,5,5,12500.0
816,20260106,3,8,3,5,60000.0
817,20260105,4,15,2,1,4500.0
818,20260104,10,9,5,1,3500.0
819,20260108,9,40,2,5,45000.0
820,20260110,2,11,5,2,5600.0
821,20260102,8,12,4,3,15000.0
822,20260101,3,15,5,4,48000.0
823,20260107,3,15,2,3,36000.0
824,20260113,3,7,4,5,60000.0
825,20260104,10,7,3,4,14000.0
826,20260108,3,13,3,5,60000.0
827,20260109,7,15,2,1,15000.0
828,20260101,5,4,3,2,5000.0
829,20260111,9,30,1,4,36000.0
830,20260111,8,40,5,2,10000.0
831,20260107,9,14,3,4,36000.0
832,20260112,5,12,4,3,7500.0
833,20260105,3,15,5,1,12000.0
834,20260103,6,20,2,5,90000.0
835,20260108,10,30,5,5,17500.0
836,20260115,1,12,4,3,9000.0
837,20260110,9,14,1,1,9000.0
838,20260114,4,35,4,4,18000.0
839,20260107,1,15,3,2,6000.0
840,20260107,6,35,2,3,54000.0
841,20260102,10,11,1,2,7000.0
842,20260113,5,9,2,5,12500.0
843,20260101,3,5,4,4,48000.0
844,20260102,9,8,5,1,9000.0
845,20260103,7,9,1,2,30000.0
846,20260104,10,15,5,4,14000.0
847,20260103,10,9,5,4,14000.0
848,20260110,6,35,4,2,36000.0
849,20260108,6,5,2,2,36000.0
850,20260101,5,10,3,4,10000.0
851,20260105,6,14,1,4,72000.0
852,20260110,7,3,2,4,60000.0
853,20260110,9,15,2,3,27000.0
854,20260107,10,30,2,1,3500.0
855,20260102,5,25,2,3,7500.0
856,20260102,9,14,1,3,27000.0
857,20260101,7,20,5,4,60000.0
858,20260111,2,4,1,4,11200.0
859,20260104,7,20,2,4,60000.0
860,20260104,6,11,4,2,36000.0
861,20260105,4,12,5,5,22500.0
862,20260106,7,2,3,4,60000.0
863,20260109,10,1,5,3,10500.0
864,20260101,1,8,4,2,6000.0
865,20260104,10,7,2,2,7000.0
866,20260105,6,11,1,1,18000.0
867,20260101,5,12,1,3,7500.0
868,20260103,4,15,1,5,22500.0
869,20260106,5,5,3,4,10000.0
870,20260106,7,10,5,4,60000.0
871,20260105,10,13,3,2,7000.0
872,20260104,6,2,3,2,36000.0
873,20260115,2,5,2,5,14000.0
874,20260110,10,13,1,2,7000.0
875,20260113,1,10,4,5,15000.0
876,20260107,4,2,3,1,4500.0
877,20260113,8,40,3,2,10000.0
878,20260107,10,8,1,2,7000.0
879,20260115,5,20,2,2,5000.0
880,20260110,5,4,3,5,12500.0
881,20260101,1,6,4,1,3000.0
882,20260109,9,5,5,3,27000.0
883,20260115,2,6,1,2,5600.0
884,20260115,7,35,5,3,45000.0
885,20260111,7,8,3,2,30000.0
886,20260113,10,11,4,4,14000.0
887,20260113,8,11,2,1,5000.0
888,20260113,4,6,2,3,13500.0
889,20260115,1,10,4,1,3000.0
890,20260115,10,30,1,1,3500.0
891,20260112,3,3,2,1,12000.0
892,20260106,4,40,4,4,18000.0
893,20260112,3,5,4,5,60000.0
894,20260111,9,11,2,1,9000.0
895,20260112,3,40,2,1,12000.0
896,20260114,2,15,4,1,2800.0
897,20260109,5,11,2,4,10000.0
898,20260104,4,6,4,5,22500.0
899,20260103,5,5,5,4,10000.0
900,20260115,9,35,1,1,9000.0
901,20260107,4,2,2,1,4500.0
902,20260115,4,9,1,5,22500.0
903,20260112,10,15,4,4,14000.0
904,20260111,9,40,5,2,18000.0
905,20260111,9,4,5,5,45000.0
906,20260106,5,2,1,5,12500.0
907,20260103,2,4,5,5,14000.0
908,20260114,3,25,1,4,48000.0
909,20260114,10,11,3,1,3500.0
910,20260101,1,15,4,4,12000.0
911,20260102,10,9,1,1,3500.0
912,20260113,10,10,5,2,7000.0
913,20260106,6,25,5,1,18000.0
914,20260114,9,12,3,3,27000.0
915,20260101,6,14,2,3,54000.0
916,20260108,6,12,3,5,90000.0
917,20260101,9,20,1,1,9000.0
918,20260104,4,15,4,2,9000.0
919,20260115,9,1,5,1,9000.0
920,20260110,7,25,3,2,30000.0
921,20260105,8,35,1,4,20000.0
922,20260111,3,7,2,4,48000.0
923,20260106,1,6,1,1,3000.0
924,20260107,8,4,3,2,10000.0
925,20260110,9,30,1,3,27000.0
926,20260109,4,2,1,5,22500.0
927,20260104,1,11,1,4,12000.0
928,20260108,1,2,4,1,3000.0
929,20260102,7,40,2,5,75000.0
930,20260110,3,25,5,1,12000.0
931,20260104,9,3,1,3,27000.0
932,20260115,7,9,4,3,45000.0
933,20260103,6,6,2,3,54000.0
934,20260103,6,5,1,3,54000.0
935,20260111,10,1,4,3,10500.0
936,20260107,1,7,3,5,15000.0
937,20260105,7,20,2,4,60000.0
938,20260109,1,40,4,3,9000.0
939,20260114,9,6,1,3,27000.0
940,20260103,4,10,5,5,22500.0
941,20260104,5,30,5,2,5000.0
942,20260111,4,4,5,2,9000.0
943,20260102,8,15,1,4,20000.0
944,20260109,1,15,4,2,6000.0
945,20260104,9,9,4,3,27000.0
946,20260115,4,7,4,3,13500.0
947,20260115,8,13,5,5,25000.0
948,20260101,5,2,3,4,10000.0
949,20260111,10,4,1,2,7000.0
950,20260104,2,40,1,2,5600.0
951,20260114,4,11,3,2,9000.0
952,20260114,2,15,2,1,2800.0
953,20260102,5,4,5,4,10000.0
954,20260108,7,5,3,5,75000.0
955,20260102,7,9,3,2,30000.0
956,20260109,10,5,4,2,7000.0
957,20260101,2,3,4,3,8400.0
958,20260109,1,5,5,3,9000.0
959,20260107,8,6,1,4,20000.0
960,20260102,9,15,1,4,36000.0
961,20260103,8,25,3,5,25000.0
962,20260112,8,11,3,3,15000.0
963,20260103,5,9,4,3,7500.0
964,20260105,1,1,3,3,9000.0
965,20260115,3,10,5,1,12000.0
966,20260110,8,20,3,5,25000.0
967,20260113,8,6,3,5,25000.0
968,20260115,7,3,5,5,75000.0
969,20260107,5,25,1,4,10000.0
970,20260113,1,40,1,4,12000.0
971,20260111,2,13,5,1,2800.0
972,20260107,1,1,2,4,12000.0
973,20260114,8,7,4,3,15000.0
974,20260106,10,1,4,2,7000.0
975,20260104,4,14,5,4,18000.0
976,20260113,9,35,5,4,36000.0
977,20260108,7,9,2,5,75000.0
978,20260111,9,30,4,4,36000.0
979,20260111,9,25,3,1,9000.0
980,20260114,5,10,1,5,12500.0
981,20260107,6,14,4,3,54000.0
982,20260107,7,14,1,4,60000.0
983,20260111,5,10,3,3,7500.0
984,20260114,9,8,3,3,27000.0
985,20260113,5,35,3,3,7500.0
986,20260106,1,2,3,5,15000.0
987,20260114,9,6,5,2,18000.0
988,20260115,8,20,4,4,20000.0
989,20260109,9,5,1,4,36000.0
990,20260108,4,14,5,1,4500.0
991,20260110,8,30,3,2,10000.0
992,20260112,7,5,5,2,30000.0
993,20260108,1,30,1,1,3000.0
994,20260107,8,6,1,1,5000.0
995,20260108,5,1,2,3,7500.0
996,20260101,2,12,1,3,8400.0
997,20260105,4,15,3,3,13500.0
998,20260110,7,15,5,3,45000.0
999,20260113,7,7,2,3,45000.0
1000,20260114,7,7,1,3,45000.0
